polarity,confidence,joy,text,extraversion,isIronic,sadness,agreeableness,isSubjective,conscientiousness,isAgreement,anger,surprise,fear,openness,class
P,100,0.07641676813364029,"RT @ETCanada: Meet @JuanPablodiPace! NBC's new (and hunky) Jesus. http://t.co/ofnvALnR4d http://t.co/mHQGWJxhZ3",0.42018106175681297,False,0.42135828733444214,0.5983808584380568,True,0.5003308592171505,True,0.08594232052564621,0.00872144103050232,0.40756118297576904,0.4946552515029907,Bot
P,100,0.20968887209892273,"@oriana24189870 NICE",0.48199671633162744,False,0.1255301982164383,0.4992112203648216,True,0.4791215209440253,True,0.1186060905456543,0.3793295919895172,0.16684526205062866,0.5748029540632372,Bot
NONE,100,0.2990955412387848,"@Borams_SC heyy!",0.47076674235069144,False,0.20210950076580048,0.4356173533096647,False,0.5038894692371632,True,0.17301668226718903,0.2018072009086609,0.12397103756666183,0.5628455763108262,Bot
NEU,94,0.1888226866722107,"Good things come to those who believe better things come to those who wait and the best things come to those who don�t give up.",0.4807678597458339,False,0.207204669713974,0.47733185165806813,True,0.5331177492251341,False,0.11252810060977936,0.407855749130249,0.08358873426914215,0.4723658728822369,Bot
NONE,100,0.07421038299798965,"Gotta work in the a.m. ??",0.5806344548019313,False,0.0997965931892395,0.5407672315313105,False,0.4754144573348692,True,0.10542873293161392,0.16059306263923645,0.559971272945404,0.4799807695584876,Bot
N,92,0.0860169529914856,"@CarloVanDam Without a struggle there can be no progress. - Frederick Douglas",0.4524878018488319,False,0.4860494136810303,0.4972059815599207,False,0.3713539030360079,True,0.22092990577220917,0.08021937310695648,0.12678438425064087,0.7049898140341322,Bot
NONE,100,0.04259609803557396,"Where did 10 inches of my hair ago???",0.5418874161728358,False,0.07391145825386047,0.5633779168128967,False,0.4866094438509009,True,0.12643791735172272,0.05739495903253555,0.6996595859527588,0.46293067542191974,Bot
NONE,100,0.6219546794891357,"FelizCumpleAilen espero q la pases hermoso te mereces lo mejor del mundo. Gracias x todo. Siempre voy a estar pra lo q sea Teamo demaciado",0.6283578902988111,False,0.09255245327949524,0.5827667880476566,False,0.3340939194306559,True,0.018612368032336235,0.1917351484298706,0.0751454085111618,0.6467586755752562,Bot
NONE,100,0.19819557666778564,"The way you think the way you behave the way you eat can influence your life by  to  years. - Deepak Chopra",0.5264033240787054,False,0.5238826274871826,0.42313278244252783,True,0.39215169727117166,True,0.16460733115673065,0.050420861691236496,0.0628935843706131,0.5870997031158376,Bot
NONE,100,0.19247078895568848,"Either you run the day or e day runs you. - Jim Rohn",0.5167226195335388,False,0.31342655420303345,0.4436589500360321,False,0.5165501408193303,True,0.24016764760017395,0.012567956000566483,0.24136707186698914,0.4714653068613782,Bot
P,100,0.1151772290468216,"@ublrecords A goal without a plan is just a wish. - Antoine de Saint Exupery",0.4336637261055284,False,0.5292339324951172,0.4418953756491342,False,0.5040583511193594,True,0.19887268543243408,0.04444488137960434,0.112271249294281,0.5486625034675419,Bot
P,100,0.11054909229278564,"hahahaha lol.",0.7911571764339835,False,0.2709111273288727,0.8013896544774372,True,0.49857257974558866,True,0.17899934947490692,0.24432122707366943,0.19521920382976532,0.4263746838703334,Bot
N,100,0.04248194023966789,"I can be so evil ... Lol idc tho ??",0.6834539720567607,False,0.26810580492019653,0.635441784273114,True,0.4159327080880088,True,0.12853404879570007,0.1072557270526886,0.4536225199699402,0.38401931747097834,Bot
NONE,100,0.15645602345466614,"Ah long long long time???????",0.5598016237303363,False,0.06299864500761032,0.5856903854169343,False,0.47201702683821484,True,0.11685025691986084,0.06970911473035812,0.5939860343933105,0.454047991293613,Bot
N,98,0.07895003259181976,"i think the only bad apple in the latino tree is Guatemalans...",0.4862476738832765,False,0.5743283033370972,0.4614555129879399,True,0.4734555085500081,True,0.10647542029619217,0.16028673946857452,0.07995955646038055,0.5567994192938938,Bot
N,100,0.0973287969827652,"Too much of a good thing can be bad",0.5673022411637387,False,0.2448146641254425,0.5173053866938541,True,0.4159101145020847,True,0.1935378611087799,0.19608259201049805,0.26823610067367554,0.5156834287064096,Bot
N,100,0.06848865747451782,"@PrincessBca1 Our doubts are traitors and make us lose the good we oft might win by fearing to attempt. - Shakespeare",0.4749186953245584,False,0.22478991746902466,0.4801410483686547,True,0.4551579654216767,True,0.07010583579540253,0.017205465584993362,0.6194101572036743,0.6041337961905471,Bot
NONE,100,0.09100852161645889,"@JIMIN_SC @SuZee_SC q sudah tau dums -mbem",0.484880833049952,False,0.3983023762702942,0.4186790031299256,False,0.43644096625262296,True,0.29205942153930664,0.0887967050075531,0.12983304262161255,0.6246077591013686,Bot
NONE,100,0.04544352367520332,"All that glitters is not gold. - Shakespeare",0.48042577732417546,False,0.2795509099960327,0.6308310565195585,False,0.4826178934382296,True,0.3290621042251587,0.11198417097330093,0.23395931720733643,0.5114191146654503,Bot
NONE,100,0.4276886582374573,"Download New Trace Scorch Music Limme Like Da",0.46966144038459007,False,0.13141964375972748,0.4916372220767171,False,0.49623356399864993,True,0.13174259662628174,0.1632244884967804,0.14592459797859192,0.4886558287054579,Bot
NONE,100,0.27213358879089355,"When you do the common things in life in an uncommon way you will command the attention of the world. - George Washington Carver",0.6067759834103666,False,0.32478639483451843,0.5343029404941357,False,0.4444371739338184,True,0.14444173872470856,0.2097228616476059,0.04891541600227356,0.5942049873209445,Bot
P,100,0.2073749601840973,"We make our own fortunes and call them fate. - Benjamin Disraeli",0.5280252566276971,False,0.26323139667510986,0.4858063804475885,False,0.4152322442367159,True,0.13859575986862183,0.04323050379753113,0.3475673794746399,0.5292851078176052,Bot
N,100,0.015050516463816166,"if you hate reading i hate you.",0.5088993831206176,False,0.1512267291545868,0.5040953514868751,True,0.5037538094082098,True,0.7520116567611694,0.00830821692943573,0.07340288907289505,0.4261042431136158,Bot
P+,100,0.7847940921783447,"Korn you guys blew my mind always so awesome to see can't wait to see you next time you are in adelaide - thank you!!",0.6198068642515246,False,0.034131746739149094,0.7230237157721268,True,0.5280133098706432,True,0.05333837866783142,0.08003115653991699,0.04770459607243538,0.3780901092235173,Bot
N,100,0.025529570877552032,"@ParkBom_SC tadi aku udah quote tweet kamu :(",0.4117384598416797,False,0.7524531483650208,0.4063286028410259,True,0.5033480942934409,True,0.0960354134440422,0.00291428598575294,0.12306755781173706,0.4450045924320399,Bot
NONE,100,0.15336042642593384,"ALL  #BIGGBOYMANAGEMENT #EVENTS ARE ONLINE..HERE==&gt; http://t.co/kxuaC4ogQZ #ONEMANSHOW #SHOWS #EVENTS #PERFORMANCES",0.3487455137705399,False,0.35370293259620667,0.4426348930911014,False,0.5477859227136633,True,0.09052655845880508,0.025536540895700455,0.3768734931945801,0.48327800102323015,Bot
NONE,100,0.2940278649330139,"@filibertochirp f4f please!",0.4656371125730418,False,0.1134064719080925,0.5155505762811293,False,0.5175633937462993,True,0.18716511130332947,0.16106128692626953,0.244339257478714,0.48354812843777306,Bot
NONE,100,0.05147658288478851,"where's da bae?",0.5229544419858415,False,0.10987350344657898,0.5125962087982578,False,0.47843525019185296,True,0.04837435856461525,0.04889756813645363,0.7413779497146606,0.42569040639378203,Bot
P+,100,0.4645271301269531,"@FierceWingsTeam Striving for excellence motivates you; striving for perfection is demoralizing. - Harriet Braiker",0.519782627032975,False,0.13729792833328247,0.6051728160757767,False,0.5243692028111425,True,0.11657344549894333,0.06288717687129974,0.21871435642242432,0.6121178040994661,Bot
NEU,84,0.0035518398508429527,"why the hell ppl is follow for a day and then unfollow you?? like that makes no sense att alll......................why thoo...just y",0.5389213458461277,True,0.19157016277313232,0.53192376881315,True,0.4543821726037168,False,0.791337788105011,0.002122968900948763,0.01141723245382309,0.5062929631393646,Bot
P+,100,0.7255915403366089,"We are the best fandom in Universe! :3 #VoteUKDirectioners #KCA x33",0.5416282493684252,False,0.037916556000709534,0.5601044809609127,True,0.48605479488427616,True,0.010991249233484268,0.15601462125778198,0.06948605179786682,0.4857125532961337,Bot
P+,100,0.13049474358558655,"Love me when I least deserve it because that's when I really need it. - Swedish Proverb",0.4970977917566138,False,0.39014115929603577,0.5709048896505121,True,0.508924087573742,True,0.3711015582084656,0.02638527750968933,0.08187734335660934,0.43291389552232257,Bot
P+,100,0.08834448456764221,"The greatest compliment that was ever paid me was when someone asked me what I thought and attended to my answer. - Henry David Thoreau",0.5652273582704997,False,0.22807000577449799,0.6154536615338241,True,0.47387190831118614,True,0.08420920372009277,0.5149354934692383,0.08444074541330338,0.4893176115561868,Bot
NONE,100,0.1654512584209442,"#�NOMBRE?",0.48328481639845905,False,0.16784235835075378,0.4971478262491393,False,0.49601399007884933,True,0.16401788592338562,0.23786288499832153,0.26482558250427246,0.468749023765047,Bot
P,100,0.5762507915496826,"Kindness in words creates confidence. Kindness in thinking creates profoundness. Kindness in giving creates love. - Lao Tzu",0.5781205016172539,False,0.22889815270900726,0.6688295090407655,True,0.43992478820099223,True,0.06022334098815918,0.04971900209784508,0.08490873873233795,0.5714473011337707,Bot
NEU,86,0.16612482070922852,"@music2myears26 Everything should be made as simple as possible but not simpler. - Albert Einstein",0.3728736376358291,False,0.3956506848335266,0.3688458972855618,True,0.48059238065248244,False,0.28058624267578125,0.035718731582164764,0.12191955000162125,0.6930160915183129,Bot
P,100,0.05701684206724167,"@franzaliscious The secret of success is to know something nobody else knows. - Aristotle Onassis",0.3997537604833053,False,0.0808049887418747,0.38344730776652947,False,0.5037753513489647,True,0.03262212127447128,0.788874089717865,0.04068197309970856,0.6207744030751914,Bot
NONE,100,0.19579830765724182,"@splitster30 wats up",0.46832826001159217,False,0.16644245386123657,0.4606251564987918,False,0.5017443062930271,True,0.14645184576511383,0.253342866897583,0.23796452581882477,0.48853630356699507,Bot
NONE,100,0.15473157167434692,"I could listen to pandora all night long #dixiechicks ??",0.4973214339401763,False,0.3314986228942871,0.5448171857156251,False,0.4950489867692706,True,0.34662556648254395,0.06502988189458847,0.10211443901062012,0.49828195488341487,Bot
P,100,0.2658001184463501,"@rifleknights amazing",0.5350861824670081,False,0.11101559549570084,0.5404722617383588,True,0.492511225500326,True,0.09936228394508362,0.3723205327987671,0.15150144696235657,0.5204376082554041,Bot
P,100,0.0182469692081213,"how many people can you like at once? lol",0.5866271919113096,False,0.19837817549705505,0.5275639149180629,True,0.49529850482940674,True,0.18528835475444794,0.5666929483413696,0.03139352425932884,0.4768805203036727,Bot
N,94,0.24770265817642212,"@Tom_Myers Aim for the moon. If you miss you may hit a star. William Clement Stone",0.4907328781940169,False,0.40080147981643677,0.48949665981426566,True,0.4309554010972209,False,0.025690238922834396,0.2659826874732971,0.059822842478752136,0.5598618672272868,Bot
N+,92,0.15617600083351135,"Never let your memories be greater than your dreams. - Doug Ivester",0.4821304188946546,False,0.5526837110519409,0.46802713369068344,False,0.5111912978791643,True,0.12596744298934937,0.0365261435508728,0.12864674627780914,0.522205398461529,Bot
NONE,100,0.11216065287590027,"@chubbypayne you need a vip account from #TALNTS",0.4899117052555085,False,0.3765281140804291,0.378700854485495,False,0.5337318771186916,True,0.2436102032661438,0.11523415148258209,0.15246689319610596,0.39687748044450705,Bot
P,100,0.0779477208852768,"RT @AlexKennedyNBA: Check out this excellent article by @ZachLowe_NBA about the evolution of the NBA big man: http://t.co/A8S95ZBklf",0.5287569210690968,False,0.41210272908210754,0.46544630171959855,True,0.4678814712612108,True,0.059946462512016296,0.05430557206273079,0.39569753408432007,0.5972262269982667,Bot
N,100,0.09497743844985962,"RT @NizzyJBeats: Someone tell @vincestaples to hit me!",0.5096558105137389,False,0.24371683597564697,0.5554631258312024,False,0.5188631987434694,True,0.0971440002322197,0.4190492630004883,0.14511243999004364,0.49450682813876135,Bot
NONE,100,0.2098313570022583,"I got a song for everything lol",0.6393642339666011,False,0.23855096101760864,0.6435701292857788,True,0.4622706832556889,True,0.10472418367862701,0.3756282329559326,0.07126529514789581,0.4679964686108526,Bot
P,100,0.20968887209892273,"@YoungCalico NICE",0.48199671633162744,False,0.1255301982164383,0.4992112203648216,True,0.4791215209440253,True,0.1186060905456543,0.3793295919895172,0.16684526205062866,0.5748029540632372,Bot
P,100,0.033885687589645386,"Ideas not coupled with action never become bigger than the brain cells they occupied. - Arnold . Glasow",0.4287952250343258,False,0.44391095638275146,0.3777637089553632,False,0.5234003642509724,True,0.32489442825317383,0.040921155363321304,0.1563878208398819,0.6031224223497872,Bot
NONE,100,0.13783800601959229,"@Jonas_TheWanted you need a vip account from #TALNTS",0.5595947291891453,False,0.3564740717411041,0.4404743888921905,False,0.48692881375893776,True,0.2358950972557068,0.11779452115297318,0.15199832618236542,0.385010736010899,Bot
NONE,100,0.35487300157546997,"I'm just going to listen to music and ponder the meaning of life",0.4482329371622053,False,0.3826637268066406,0.5343131679191924,False,0.5212143159460748,True,0.15895912051200867,0.03084694594144821,0.07265722006559372,0.37544328670635396,Bot
NONE,100,0.10451651364564896,"When you meet a man you judge him by his clothes; when you leave you judge him by his heart. - Russian Proverb",0.5581737496590211,False,0.4710313081741333,0.5055796650418063,False,0.4964583820995243,True,0.1911974400281906,0.045873064547777176,0.18738171458244324,0.4925081986133183,Bot
NONE,100,0.31339529156684875,"Birthday in 2 weeks ????????",0.5886428578425262,False,0.068125881254673,0.6118213513441253,False,0.46572327750852743,True,0.0427989587187767,0.3367847800254822,0.23889510333538055,0.4354548716099463,Bot
P,86,0.08217443525791168,"When I make my own Facebook page it's gonna be epic. I just haven't come up with the right name yet - Big Phil",0.4762844943394095,False,0.31728219985961914,0.5113038755299751,False,0.49773310107746344,False,0.20876926183700562,0.04124143347144127,0.3505327105522156,0.4762864185270861,Bot
P,100,0.18230053782463074,"@TrueGaimzHD cool",0.5531879981695595,False,0.15421748161315918,0.5884422544847455,True,0.4488259756017005,True,0.1700815111398697,0.2980537414550781,0.1953466534614563,0.5214424155582891,Bot
N,100,0.3731611967086792,"62. The Good Book says  Forgetting those things which are behind and press on towards the mark of high calling in Jesus. MOVE ON!#AARtalk",0.5544042867624154,False,0.12644261121749878,0.5403852086318166,True,0.4868822447184858,True,0.16828444600105286,0.15454953908920288,0.17756220698356628,0.5073382503518433,Bot
NONE,100,0.13983358442783356,"@rhda8386 Throw your heart over the fence and the rest will follow. - Norman Vincent Peale",0.42229395018795796,False,0.43758782744407654,0.5102782155338087,False,0.5211293806974915,True,0.17577210068702698,0.018797574564814568,0.2280089557170868,0.5219219800467804,Bot
NONE,100,0.14739568531513214,"??????? ????/Some More",0.5934517077975354,False,0.2704450190067291,0.6166117212228608,False,0.4387416137360978,True,0.14328129589557648,0.09519940614700317,0.3436785936355591,0.46684367244488717,Bot
NONE,100,0.10162279009819031,"@sophiaradisch01 Life has no limitations except the ones you make. - Les Brown",0.4543527970879765,False,0.6664971113204956,0.48182552268630574,False,0.49692894124436654,True,0.12368454039096832,0.028783299028873444,0.07941226661205292,0.48074542835494066,Bot
P,92,0.19141489267349243,"@dav_vero You cannot perform in a manner inconsistent with the way you see yourself. - Zig Ziglar",0.347236687854185,False,0.2431069314479828,0.4579446190281918,False,0.7964612488774047,True,0.43406984210014343,0.014674892649054527,0.11673343926668167,0.38268427314045267,Bot
P,92,0.045141689479351044,"Roman tried to play my baby Cassie saying she only got one song. Don't be a hater all ya life.",0.544510104140993,False,0.7088368535041809,0.5700683917915611,False,0.47902609048218564,True,0.17625300586223602,0.028639892116189003,0.04112853854894638,0.47811227089890806,Bot
N,100,0.02249673381447792,"If you think education is expensive try ignorance. - Derek Bok",0.5003142627113957,False,0.43410706520080566,0.4234589108249597,True,0.4865877765348588,True,0.4253925383090973,0.016068875789642334,0.10193485021591187,0.5744730702070432,Bot
N,94,0.08127955347299576,"Yes we would be paranoid that the guys behind us were gonna hijack the movie theater and kill us like the movie....",0.5046596057334188,False,0.45851022005081177,0.5076138774553934,True,0.48375857904039576,False,0.25414228439331055,0.05584580823779106,0.15022216737270355,0.4925870811827829,Bot
NONE,100,0.09258913993835449,"We are still masters of our fate. We are still captains of our souls. - Winston Churchill",0.4927342316861881,False,0.46187615394592285,0.520909007181201,False,0.4491892641988294,True,0.1396753042936325,0.03937763720750809,0.26648175716400146,0.6180746098545109,Bot
N+,100,0.18567869067192078,"Damn!!!!",0.6225632973394152,False,0.1282917857170105,0.7090117847710324,False,0.478875447450013,True,0.2836796045303345,0.2142246663570404,0.18812528252601624,0.3739764531639135,Bot
N+,100,0.033360883593559265,"I went to OHS for a few years and even though it was middle school then people were still sleeping with each others boyfriends and shit",0.6981820057509309,False,0.6506199836730957,0.6710117940317121,True,0.38942092896878033,True,0.2550966739654541,0.03604016825556755,0.024882275611162186,0.49921753919013184,Bot
NONE,100,0.12869203090667725,"Mi sudadera sigue oliendo a vos ?",0.46546976546109736,False,0.13041777908802032,0.3772655647051961,False,0.43992210325153397,True,0.0841936320066452,0.4660879075527191,0.19060862064361572,0.5710723386189647,Bot
NONE,100,0.12584196031093597,"C�mo que coraz�n serrano a sentencia? No no no! Ma�ana todos a votar! #yosoy",0.5025871183912634,False,0.472736120223999,0.49150757099452774,False,0.5121630909799159,True,0.11232751607894897,0.1696530282497406,0.11944136023521423,0.4718183975353419,Bot
P,100,0.23811045289039612,"So many beautiful faces but where are the hearts to go with it?",0.5481762504678663,False,0.18896815180778503,0.6031136523213303,True,0.4755619377240367,True,0.07149787247180939,0.15297499299049377,0.3484485149383545,0.4287648362534068,Bot
N,92,0.426286518573761,"@DeVere_216 Nothing great in the world has ever been accomplished without passion. - Georg Wilhelm Friedrich Hegel",0.43525393686052105,False,0.28060537576675415,0.38114407606292183,False,0.5512307824074536,True,0.1320398598909378,0.0802810937166214,0.08078713715076447,0.5575847948823018,Bot
P+,100,0.24129559099674225,"@TweetBlastMusic The height of your accomplishments will equal the depth of your convictions. - William F. Scholavino",0.44565786800142065,False,0.21594682335853577,0.40766034471361257,False,0.4967729223185572,True,0.19069650769233704,0.2061554193496704,0.14590570330619812,0.6830003849256817,Bot
N,100,0.026544664055109024,"Feel like I'm going round in circles and not getting anywhere #GroundhogDay #everyday where are the scissors to cut this loop..",0.4511178201538022,False,0.13404108583927155,0.42269336758998394,False,0.5136080075954569,True,0.1998855173587799,0.024309081956744194,0.6152197122573853,0.5566322179598229,Bot
NONE,100,0.03652361035346985,"Nate didn't know what a lay up was until today",0.6820160994085216,False,0.14448243379592896,0.573597786719339,False,0.47045059998830163,True,0.04837238788604736,0.7261525392532349,0.044469065964221954,0.449491083064926,Bot
P,100,0.18230053782463074,"@AuntieNisha cool",0.5531879981695595,False,0.15421748161315918,0.5884422544847455,True,0.4488259756017005,True,0.1700815111398697,0.2980537414550781,0.1953466534614563,0.5214424155582891,Bot
P,100,0.1955501139163971,"Only those willing to die for their faith can be fully trusted ~Dr Rich Kincl",0.520869147474483,False,0.30174028873443604,0.6019756203157859,True,0.45832816143145505,True,0.09577811509370804,0.05506306141614914,0.3518683910369873,0.5172282276309539,Bot
NONE,100,0.17069712281227112,"What high notebook plating is propitious: vflJ",0.46525847002611326,False,0.27489173412323,0.46154798332013575,False,0.5587092079650396,True,0.17414873838424683,0.10819040238857269,0.2720720171928406,0.4955030546010097,Bot
N+,100,0.0595838837325573,"Would've rather seen the Pacers sign Ish Smith but what the hell?",0.564634667109635,False,0.24068927764892578,0.4971967621853477,True,0.4646006849990494,True,0.326849102973938,0.04609212279319763,0.3267855942249298,0.4521085408246406,Bot
NONE,100,0.15034854412078857,"@ERMOSA617 Please follow me",0.5642959472991653,False,0.3365311622619629,0.509065608183543,False,0.4773767121221828,True,0.21376651525497437,0.06524460017681122,0.23410920798778534,0.5027768372375273,Bot
P,100,0.3301153779029846,"Add Fastest plus Easiest Way to clean up Your Bronchi of the Toxic Tar plus Dangerous Contaminant Build-Up",0.7161838551193981,False,0.1351763904094696,0.4497919270866795,True,0.42714258822901496,True,0.23152942955493927,0.21025873720645905,0.09292007982730865,0.5145786298769657,Bot
NONE,100,0.02773485705256462,"Good Morning all  feed your mind something nutritious. The brain is a muscle exercise it daily http://t.co/HnYDJBbBaD",0.48229028410830743,False,0.3010587692260742,0.4874175107269957,False,0.5009431366262765,True,0.3281514644622803,0.004582444205880165,0.33847248554229736,0.5903486743151585,Bot
P,92,0.014249539002776146,"Lol turned off the ps3 at the last minute cause hell nah I wasn't gonna lose that game.",0.531479117223772,False,0.6247899532318115,0.5176867863588165,True,0.5018924707653879,True,0.12480811774730682,0.1527828872203827,0.0833694338798523,0.43609536863933096,Bot
NONE,100,0.1805209219455719,"@padsbets Hey",0.5145103875863349,False,0.14030900597572327,0.5256677128766712,False,0.42751885659393224,True,0.1310993731021881,0.3539087772369385,0.19416190683841705,0.5875317746790769,Bot
NONE,100,0.03528333455324173,"RT @kora2day: تم قذف المهاجم دانيال جويزا من قبل مشجعى بوكا جونيورزhttp://t.co/qbKdEORYZf",0.40261184664095867,False,0.5074552893638611,0.4236583944998289,False,0.5463173615521398,True,0.12169957160949707,0.00598248653113842,0.32957929372787476,0.4645087292818265,Bot
NEU,86,0.026270411908626556,"The tragedy of life doesn't lie in not reaching your goal. The tragedy lies in having no goal to reach. - Benjamin Mays",0.5001164379261308,False,0.7820638418197632,0.3790060783687391,False,0.47537127822295,False,0.12411385774612427,0.014136911369860172,0.05341494083404541,0.584949711772883,Bot
NONE,100,0.11820408701896667,"@Prod_By_NSB F4f plssss",0.45504672320212347,False,0.2891026437282562,0.5464649163840111,False,0.4540111778796404,True,0.20119231939315796,0.18839484453201294,0.203106090426445,0.5699519356277502,Bot
N+,100,0.029064316302537918,"Derrick bitch ass be hatin on east fr lol",0.7516222058211344,False,0.6483500003814697,0.5073667869233247,True,0.41742812045689287,True,0.2566249966621399,0.01531752198934555,0.0506431870162487,0.49695439316401974,Bot
NONE,100,0.2809382677078247,"@matthewstoller Life is a mirror and will reflect back to the thinker what he thinks into it. - Ernest Holmes",0.4998328935796932,False,0.240281879901886,0.6229716251816665,True,0.4441007995742491,True,0.14758208394050598,0.08928155899047852,0.241916224360466,0.6530082729932304,Bot
NONE,100,0.05014157295227051,"@lewispelewis Live out of your imagination not your history. - Stephen Covey",0.48662584994809105,False,0.3447854518890381,0.5091077889266766,False,0.45504669142865584,True,0.16677072644233704,0.3711046278476715,0.06719766557216644,0.6411354455435386,Bot
P,100,0.5870751142501831,"If you can dream it you can do it!! =]",0.5620993529841052,False,0.04653114452958107,0.6914265333560474,False,0.4592753104094801,True,0.10104170441627502,0.05734332278370857,0.20800870656967163,0.4941250230664404,Bot
P,86,0.0022202939726412296,"I hate when people leave me hanging. DON'T TEXT ME FUCK YOU",0.6071108501341383,False,0.04856842756271362,0.5129668221139071,True,0.4337221695773903,False,0.9271771311759949,0.001467568101361394,0.020566560328006744,0.48536421316806394,Bot
NONE,100,0.2486131191253662,"music ON",0.6060197843333422,False,0.15080589056015015,0.5445594452975088,False,0.47137857374103587,True,0.19909925758838654,0.1942838728427887,0.20719783008098602,0.4878993886653508,Bot
P+,100,0.08866069465875626,"??????????(=???)?",0.5939958166267911,False,0.12144243717193604,0.6349365878523441,True,0.435451367805744,True,0.04031500220298767,0.1616126298904419,0.5879692435264587,0.4617193374678353,Bot
NONE,100,0.07627782970666885,"@BreatheEazyEnt: CAST YOUR VOTE NOW ↓↓↓↓↓STP MVP Of The Year via @Kiddricc http://t.co/hOfzupbEgA#BreatheEazy",0.49018466851468817,False,0.554641604423523,0.48004808237678115,False,0.492238746634845,True,0.11193203926086426,0.006544200703501701,0.2506043314933777,0.5255997442753515,Bot
P,92,0.06618834286928177,"@KonstrucktaYes7 Focus on where you want to go not on what you fear. - Anthony Robbins",0.528328407113835,False,0.1309533566236496,0.6186181735574153,True,0.4997407903616456,True,0.11384908854961395,0.02627856284379959,0.6627306938171387,0.48350252670662425,Bot
P,100,0.20931163430213928,"@xcarex very cool",0.5379854147717105,False,0.1440064013004303,0.562020276722155,True,0.4607619646636919,True,0.17130152881145477,0.3227851986885071,0.15259526669979095,0.5304835221477757,Bot
N,100,0.022058527916669846,"I feel like Ta Ta's tears were fake asf lol #BeyondScaredStraight",0.6439882857819735,False,0.828789472579956,0.6183259340754725,True,0.38142012282349597,True,0.06166644021868706,0.01308373175561428,0.0744018629193306,0.5085056374006182,Bot
NONE,100,0.027489295229315758,"What's in your hoe bag ?",0.5860814366300228,False,0.21606379747390747,0.5394259628496672,False,0.443595813951273,True,0.27655526995658875,0.2945441007614136,0.1853475421667099,0.5323858717891656,Bot
NONE,100,0.3285781741142273,"@blanca457 Follow me!",0.5444162950172262,False,0.17407891154289246,0.6022993849034896,False,0.4855261534109883,True,0.18077895045280457,0.1611349731683731,0.15542897582054138,0.4978197495513987,Bot
P,100,0.2658001184463501,"@DreyyAlfonso09 amazing",0.5350861824670081,False,0.11101559549570084,0.5404722617383588,True,0.492511225500326,True,0.09936228394508362,0.3723205327987671,0.15150144696235657,0.5204376082554041,Bot
P,100,0.1632455587387085,"@Hammad_ACM_UBIT nice...",0.4714896191479797,False,0.2613050937652588,0.47349082168779877,True,0.4791309576610039,True,0.18758338689804077,0.2231023758649826,0.16476359963417053,0.5710836626658929,Bot
N,100,0.2158513069152832,"We must travel in the direction of our fear. - John Berryman",0.5319520361342673,False,0.050294987857341766,0.5504677421168277,True,0.4877092249092014,True,0.03058776445686817,0.021495841443538666,0.6817700862884521,0.5586616502744014,Bot
N,94,0.08590450137853622,"My nephews laugh is so cute haha him and my mom scare my bro . My mom told my bro acted scared cx",0.602322560750832,False,0.05734477564692497,0.7266163114915812,True,0.4443431421257984,False,0.024297894909977913,0.05132097750902176,0.7811318635940552,0.4350878117240478,Bot
P,100,0.13766774535179138,"I really hope they make a music video for sanctified ??",0.5341264663611429,False,0.13337282836437225,0.5423860706781086,True,0.45507269104321796,True,0.13289380073547363,0.05347266048192978,0.5425928831100464,0.5075337786540807,Bot
N,92,0.050087589770555496,"@jennywenzer Ask not what your country can do for you - ask what you can do for your country. - John F. Kennedy",0.4615264734474279,False,0.2742235064506531,0.4567128670843024,False,0.5036842298918757,True,0.44368255138397217,0.11004573106765747,0.12196063995361328,0.5015495748163383,Bot
P,100,0.3019259572029114,"Good thing I have absolutely nothing to do tomorrow so I can watch this game",0.5899612736904015,False,0.2749442458152771,0.5544597485609221,True,0.4757592712325612,True,0.11997969448566437,0.02176593989133835,0.281384140253067,0.40411294453612,Bot
NONE,100,0.0917157530784607,"Sent a random number a picture of me and matt.....",0.5069524155834975,False,0.3206436038017273,0.5294899647695976,False,0.4989273979746062,True,0.15388669073581696,0.29453104734420776,0.1392228901386261,0.43134515363479325,Bot
P,100,0.13840728998184204,"@IrunHuBcity Cool..",0.4950043708086014,False,0.21246418356895447,0.48407111042424245,True,0.4647711679853242,True,0.2215956598520279,0.23583984375,0.1916930377483368,0.5517215049155404,Bot
N,100,0.03745635598897934,"I'm tired of writing essays. ?? I'm tired of homework. ?? I'm tired of quizzes. ?? I'm tired of tests. ?? Summer where are you?",0.5509876462362581,False,0.12802442908287048,0.5811509918748285,False,0.48656000556616946,True,0.5129618048667908,0.09236828982830048,0.22918915748596191,0.4797466369432823,Bot
NONE,100,0.5220303535461426,"Gracias A Todos Y A Todas Los Quiero De Coraz�n...!! -_^",0.5136310283915472,False,0.07785823941230774,0.5342027456091161,False,0.4783125930819018,True,0.062324486672878265,0.1995440423488617,0.1382429003715515,0.5968534291904662,Bot
N,90,0.5187726616859436,"Realise that true happiness lies within you. - Lucian",0.42847871452064845,True,0.24174103140830994,0.4356879984077654,False,0.4869853151940752,True,0.10090607404708862,0.036966722458601,0.10161346197128296,0.30670680593107347,Bot
NONE,100,0.23547637462615967,"Hallo NTL ich muss jetzt erst mal was futtern.",0.3535673873404325,False,0.24094028770923615,0.37184425064346244,False,0.3938100337982178,True,0.1632479578256607,0.2141105830669403,0.14622479677200317,0.5100376947182361,Bot
