@relation trainAll

@attribute adventurer numeric
@attribute advocate numeric
@attribute agreeableness numeric
@attribute anger numeric
@attribute architect numeric
@attribute campaigner numeric
@attribute commander numeric
@attribute confidence numeric
@attribute conscientiousness numeric
@attribute consul numeric
@attribute debater numeric
@attribute defender numeric
@attribute entertainer numeric
@attribute entrepreneur numeric
@attribute executive numeric
@attribute extraversion numeric
@attribute fear numeric
@attribute hashtags numeric
@attribute isAgreement {True,False}
@attribute isIronic {False,True}
@attribute isRetweet {False,True}
@attribute isSubjective {True,False}
@attribute joy numeric
@attribute links numeric
@attribute logician numeric
@attribute logistician numeric
@attribute mediator numeric
@attribute mentions numeric
@attribute openness numeric
@attribute polarity {P,NONE,N,NEU,P+,N+}
@attribute protagonist numeric
@attribute sadness numeric
@attribute surprise numeric
@attribute text string
@attribute topic {nostalgia,psychology,cricket,music,personal_care_and_beauty,philosophy,astronomy,history,biology,entertainment_news,math,drugs,energy,business,tattoo,hunting,scuba,comics,soccer,writing,television,aviation,boxing,weight_training,health,art,islam,running,programming,bicycling,science,design,wedding,parenting,gender_issues,judaism,gardening,tennis,jobs,architecture,wrestling,education,christianity,skateboarding,climbing,weather,surfing,school,cars,gaming,archery,ultimate,swimming,buddhism,poetry,rugby,wine,nfl,anime,fashion,comedy,guns,books,religion,individualist_politics,hockey,medicine,technology,poker,investment,personal,romance,yoga,singing,golf,startups_and_entrepreneurship,environmental,atheism,general_food,nba,travel,beer,pets,film,relationships,fiction,baseball,electronics,military,lgbt,realestate,fitness,conspiracy,vegetarian,nutrition,dieting,DIY,economic_discussion,sports,photography,personalfinance,fishing,sailing,vegan,left_politics,anthropology,crafts,news,right_politics}
@attribute virtuoso numeric
@attribute words numeric
@attribute class {Bot,Human}

@data
0.063639,0.072164,0.558438,0.214534,0.054549,0.067249,0.059672,92,0.509967,0.081719,0.050834,0.074704,0.069615,0.052622,0.061772,0.519438,0.07709,0,True,False,False,True,0.016686,0,0.04647,0.056469,0.061476,0,0.483641,P,0.078941,0.356757,0.334932,'It\'s people like that. That I wanted to be surrounded with. Someone who will tell me I\'m not all bad.',entertainment_news,0.048105,20,Bot
0.098484,0.086017,0.631253,0.121674,0.041245,0.068968,0.034197,100,0.485946,0.084438,0.03307,0.10184,0.081656,0.039154,0.040488,0.494397,0.124446,0,True,False,False,True,0.147829,0,0.039886,0.048832,0.083182,0,0.473909,P,0.071319,0.32775,0.2783,'By being yourself you put something wonderful in the world that was not there before. - Edwin Elliot',buddhism,0.047223,17,Bot
0.054869,0.078892,0.499211,0.118606,0.080639,0.069962,0.067544,100,0.479122,0.043409,0.071512,0.051825,0.045959,0.046977,0.044371,0.481997,0.166845,0,True,False,False,True,0.209689,0,0.085376,0.052973,0.083526,1,0.574803,P,0.066081,0.12553,0.37933,'@Harv3yT NICE',art,0.056085,2,Bot
0.058005,0.046292,0.480993,0.058894,0.050797,0.063242,0.06559,86,0.49749,0.07079,0.069396,0.054824,0.074897,0.082185,0.077678,0.534337,0.155899,0,False,False,False,False,0.159727,0,0.053744,0.060158,0.048978,1,0.47335,NEU,0.059774,0.236744,0.388736,'@BetBrod Great works are performed not by strength but perseverance. - Samuel Johnson',climbing,0.063649,12,Bot
0.04352,0.106821,0.567148,0.09755,0.081352,0.089202,0.075181,100,0.471777,0.044509,0.067934,0.048162,0.040218,0.030629,0.033897,0.511353,0.153844,0,True,False,False,True,0.447771,0,0.07351,0.036679,0.096524,1,0.622059,P,0.098718,0.19575,0.105084,'@farhanjebren It is good to have an end to journey towards; but it is the journey that matters in the end. - Ursula Le Guin',buddhism,0.033144,24,Bot
0.064782,0.062779,0.368226,0.136499,0.118637,0.022095,0.042263,100,0.551944,0.023358,0.041755,0.06557,0.023078,0.043611,0.044141,0.325069,0.297653,7,True,False,False,True,0.154776,1,0.117211,0.12391,0.062025,0,0.495615,P,0.022364,0.372675,0.038397,'DOWNLOAD OUR FREE #BIGGBOYMANAGEMENT APP  here=&gt; http://t.co/zPHBcIjkqx  #WEBUILD #APPS #WEBSITES #EPKS TEXT US #SERVICES AT #3478716468',cars,0.122421,16,Bot
0.085731,0.0712,0.448033,0.170843,0.085688,0.041893,0.037058,100,0.47791,0.027252,0.050418,0.063014,0.037077,0.044621,0.032797,0.380629,0.570796,0,True,False,False,False,0.096127,0,0.116579,0.075836,0.096868,0,0.546621,NONE,0.030792,0.089951,0.072282,'To climb steep hills requires slow pace at first. - William Shakespeare',running,0.103176,11,Bot
0.070114,0.09306,0.700241,0.045992,0.031032,0.130303,0.03968,100,0.422578,0.081871,0.043451,0.064028,0.089653,0.029896,0.027301,0.589304,0.196759,2,True,False,False,True,0.502644,0,0.033982,0.021351,0.101905,0,0.571496,P,0.118993,0.071715,0.18289,'Best scalp massage ever #kriss #gehad',health,0.02338,6,Bot
0.079625,0.087432,0.618934,0.054874,0.046627,0.079204,0.044439,100,0.480168,0.079839,0.042239,0.083771,0.075887,0.04047,0.042578,0.516263,0.113759,0,True,False,False,True,0.45459,0,0.044319,0.044675,0.083105,1,0.50682,P,0.083328,0.052258,0.324519,'@xxzicke :)',judaism,0.042463,1,Bot
0.064153,0.062684,0.486814,0.02554,0.065996,0.067984,0.059859,100,0.472662,0.048661,0.071577,0.053651,0.058187,0.061262,0.051233,0.491593,0.81746,0,True,False,False,True,0.080622,0,0.078915,0.056486,0.074955,0,0.539066,NONE,0.056855,0.049017,0.027361,'Think and wonder wonder and think. - Dr. Seuss',cricket,0.067543,8,Bot
0.067809,0.067994,0.56202,0.171302,0.049305,0.08661,0.055514,100,0.460762,0.067486,0.062804,0.059938,0.076348,0.055363,0.048937,0.537985,0.152595,0,True,False,False,True,0.209312,0,0.05578,0.043463,0.076923,1,0.530484,P,0.076557,0.144006,0.322785,'@OfficialRyno very cool',tattoo,0.049171,3,Bot
0.063899,0.068733,0.48617,0.140166,0.073279,0.057942,0.060349,100,0.499774,0.051409,0.061775,0.062424,0.052624,0.056105,0.05481,0.469863,0.279309,0,True,False,False,False,0.178546,0,0.075011,0.066553,0.070357,1,0.518879,NONE,0.056605,0.1648,0.237179,'@MendellaPratt niccceeeee',art,0.068125,2,Bot
0.080927,0.065642,0.55375,0.393241,0.047696,0.088992,0.045335,100,0.431763,0.053929,0.064663,0.056738,0.076921,0.055892,0.039186,0.519041,0.097394,0,True,False,False,False,0.030297,0,0.06803,0.041226,0.093627,1,0.550947,N,0.062393,0.46572,0.013348,'@kim__smith_ The challenge is not to manage time but to manage ourselves. - Steven Covey',business,0.058802,14,Bot
0.133206,0.059615,0.468036,0.051667,0.060533,0.023908,0.019695,100,0.519634,0.035163,0.024276,0.10807,0.043341,0.044008,0.035704,0.334156,0.083341,0,True,False,False,False,0.441259,0,0.074612,0.109733,0.073481,0,0.424447,NONE,0.019397,0.200155,0.223578,'Family Guy\'s Road To.... episodes &gt;&gt;',cars,0.135256,6,Bot
0.036071,0.040072,0.308401,0.21572,0.115778,0.030221,0.078631,100,0.52691,0.022062,0.087314,0.032484,0.024498,0.07078,0.063741,0.408736,0.364589,0,True,False,False,False,0.121115,0,0.128564,0.093854,0.044497,0,0.540662,P+,0.027215,0.260729,0.037847,'Failures are finger posts on the road to achievement. - C. S. Lewis',bicycling,0.104218,12,Bot
0.057172,0.062916,0.504602,0.261731,0.062378,0.067754,0.068075,92,0.495946,0.063229,0.067174,0.057938,0.062393,0.061859,0.062688,0.51536,0.117104,0,True,False,False,False,0.034812,0,0.061553,0.057443,0.062084,0,0.512354,N,0.068662,0.574647,0.011706,'Deal with the world the way it is not the way you wish it was. - John Chambers',art,0.056683,17,Bot
0.051022,0.036912,0.700971,0.066997,0.012388,0.109683,0.039925,100,0.46156,0.178338,0.036812,0.055337,0.164431,0.055186,0.059854,0.694056,0.097187,0,True,False,False,True,0.123335,0,0.011422,0.018572,0.034034,0,0.424384,NONE,0.118959,0.598691,0.11379,'The fact that I had deena (my nail lady) in front of me and Blythe (my hair lady) behind me made me feel like a total diva LOL',personal_care_and_beauty,0.017124,28,Bot
0.061782,0.034634,0.486677,0.052841,0.036231,0.055769,0.056075,92,0.509174,0.091905,0.058341,0.059382,0.09562,0.100031,0.096145,0.555697,0.132899,0,True,False,False,False,0.157619,0,0.037696,0.062121,0.036033,0,0.410987,N,0.053602,0.250258,0.406382,'Great works are performed not by strength but by perseverance. - Samuel Johnson',climbing,0.064632,12,Bot
0.057486,0.058837,0.454217,0.093693,0.074686,0.045445,0.066217,100,0.537322,0.058504,0.057687,0.065987,0.050968,0.064697,0.074264,0.464793,0.205168,0,True,False,False,False,0.327558,0,0.065065,0.083762,0.051257,1,0.47081,NONE,0.052165,0.146684,0.226898,'@3_6hythm ꒰#\'\'ω`#꒱੭この文字べんりだわぁwwww',math,0.072972,2,Bot
0.070362,0.058726,0.538851,0.181533,0.047317,0.078304,0.054295,100,0.467787,0.069483,0.063091,0.060553,0.08074,0.065054,0.055985,0.53431,0.184721,0,True,False,False,False,0.117041,0,0.054982,0.048789,0.068239,0,0.505394,P,0.067387,0.306883,0.209822,'Do your work with all your heart and you will succeed. - Elbert Hubbard',tattoo,0.056693,13,Bot
0.060249,0.064561,0.491073,0.116073,0.067272,0.071685,0.063467,100,0.470269,0.048297,0.074695,0.051193,0.056841,0.059228,0.050325,0.499277,0.177267,0,True,False,False,True,0.188211,0,0.079173,0.053342,0.075983,1,0.550465,P,0.060909,0.155995,0.362454,'@lovinglaurenx nice...',cricket,0.062779,2,Bot
0.06364,0.075089,0.489011,0.096663,0.079482,0.051824,0.059916,100,0.517993,0.0524,0.054856,0.06951,0.047974,0.050781,0.055465,0.452535,0.185191,0,True,False,False,False,0.263203,0,0.072769,0.073577,0.068747,2,0.508501,NONE,0.056605,0.130958,0.323986,'“@JESSgetoverit: @kiddklassik ',skateboarding,0.067363,2,Bot
0.050115,0.044904,0.598403,0.201651,0.02757,0.127081,0.061656,100,0.42341,0.088565,0.078024,0.039602,0.112076,0.068811,0.054377,0.64915,0.2039,0,True,False,False,False,0.227613,0,0.034888,0.024315,0.056824,0,0.534415,NONE,0.100422,0.158257,0.208579,Music,business,0.030769,1,Bot
0.06838,0.040976,0.575279,0.383294,0.027226,0.081754,0.048407,100,0.470418,0.108342,0.054321,0.060936,0.121577,0.080781,0.071987,0.599402,0.217844,0,True,False,False,True,0.112314,0,0.030552,0.040489,0.045982,0,0.440133,N+,0.072854,0.181053,0.105496,'Fuck no !',personal_care_and_beauty,0.045435,2,Bot
0.041886,0.068067,0.450157,0.384306,0.091689,0.064824,0.085493,100,0.489991,0.038238,0.087321,0.041009,0.039056,0.052609,0.051508,0.488314,0.100437,0,True,False,False,False,0.114167,0,0.093649,0.055241,0.069522,0,0.584051,P,0.063467,0.282354,0.118736,'The world will never understand',cricket,0.056422,5,Bot
0.07394,0.05469,0.499519,0.120042,0.052467,0.075092,0.051286,100,0.449697,0.051454,0.07204,0.052639,0.072275,0.069338,0.049363,0.509605,0.121115,0,True,False,False,False,0.056137,0,0.0737,0.0505,0.076822,1,0.530375,NONE,0.053459,0.368157,0.334549,'@TA_Money_ hey',soccer,0.070936,2,Bot
0.153627,0.024068,0.498997,0.119404,0.019672,0.047505,0.016459,100,0.42116,0.05448,0.038829,0.065118,0.12853,0.105058,0.044531,0.486414,0.087127,0,True,False,False,True,0.235781,0,0.046411,0.053226,0.056781,0,0.404049,P+,0.020136,0.28902,0.268668,'Cynthia is the best thing that ever happend to me',weight_training,0.125571,10,Bot
0.098365,0.068559,0.525313,0.424073,0.056249,0.050459,0.03695,100,0.495633,0.057672,0.041399,0.087794,0.064616,0.053014,0.047317,0.441407,0.162311,0,True,False,False,False,0.036419,0,0.063022,0.072031,0.076814,0,0.470393,NONE,0.045036,0.366948,0.010248,'If your ship doesn\'t come in swim out to it. - Jonathan Winters',swimming,0.080704,12,Bot
0.042279,0.082283,0.402488,0.111696,0.143068,0.026601,0.07174,100,0.589614,0.032884,0.046251,0.065578,0.0212,0.036862,0.057176,0.365223,0.295671,2,True,False,True,False,0.086651,1,0.092237,0.114023,0.053048,1,0.509861,NONE,0.04126,0.496849,0.009132,'RT @EfrainRuales: #MachoQueSeRespeta ensaya y afina #MachoQueSeRespeta continuamos este viernes 07 y sab. 08 en… http://t.co/uGY6P4AyCG',cricket,0.073511,16,Bot
0.059442,0.04959,0.5247,0.081057,0.044003,0.069197,0.062793,100,0.498669,0.086748,0.061401,0.06079,0.084824,0.075268,0.076974,0.554962,0.185646,0,True,False,False,True,0.226447,0,0.043027,0.053941,0.048491,0,0.462382,P,0.070766,0.39725,0.1096,'Good things come to those that wait but only the things left by those that hustle. - Chris Gorman',baseball,0.052745,18,Bot
0.080049,0.054885,0.537249,0.284425,0.043099,0.088262,0.046081,100,0.430077,0.056903,0.06931,0.053221,0.085587,0.067209,0.044684,0.533614,0.15745,0,True,False,False,True,0.090737,0,0.064825,0.041793,0.082552,0,0.534054,NONE,0.058681,0.400129,0.06726,'And I don\'t think a twitter account should make a difference between what band makes me feel the way they do',music,0.06286,21,Bot
0.079892,0.05057,0.550246,0.217796,0.037472,0.077284,0.046083,100,0.46226,0.079063,0.057267,0.06429,0.098251,0.072803,0.058585,0.546108,0.203706,0,True,False,False,False,0.011647,0,0.046566,0.047638,0.062843,0,0.474929,NONE,0.062191,0.481215,0.085637,'I don\'t even know what\'s up with me and oomf anymore ????',comics,0.0592,11,Bot
0.046352,0.059406,0.48437,0.12606,0.067132,0.065837,0.082425,100,0.508707,0.063051,0.074399,0.051353,0.056912,0.064313,0.071252,0.526976,0.163435,0,True,False,False,True,0.155701,0,0.060595,0.058032,0.053621,1,0.515284,NONE,0.072939,0.149269,0.405535,'@FLAMEONRADIO wow',cricket,0.052381,2,Bot
0.072767,0.072825,0.521573,0.362769,0.063766,0.07014,0.052222,100,0.469068,0.050673,0.061415,0.061875,0.059593,0.052181,0.04437,0.482717,0.097903,0,True,False,False,False,0.12925,0,0.074992,0.054178,0.085646,1,0.540708,N,0.059641,0.397337,0.012742,'@t_chnt Experience is the name everyone gives to their mistakes. - Oscar Wilde',business,0.063716,12,Bot
0.05379,0.048906,0.509066,0.213767,0.047295,0.078915,0.069782,100,0.477377,0.07257,0.076315,0.049185,0.079365,0.07675,0.070179,0.564296,0.234109,0,True,False,False,False,0.150349,0,0.051723,0.047564,0.053485,1,0.502777,NONE,0.072159,0.336531,0.065245,'@DAREALCOOLHANDS Please follow me',cricket,0.052018,4,Bot
0.080498,0.065233,0.729755,0.306584,0.016967,0.115169,0.02928,100,0.441985,0.135781,0.029956,0.078682,0.138914,0.036132,0.035317,0.627519,0.427164,0,True,False,False,False,0.051272,0,0.017359,0.020465,0.066738,0,0.471912,NONE,0.112571,0.159457,0.055523,'I wanna talk to him but what is there to say!!?',cricket,0.020938,11,Bot
0.075201,0.071212,0.498191,0.040512,0.069798,0.054743,0.050568,100,0.497933,0.051348,0.053656,0.070874,0.054483,0.053401,0.050328,0.452697,0.044,0,True,False,False,False,0.085719,0,0.07406,0.069466,0.07556,1,0.507287,NONE,0.051593,0.072048,0.757722,'@ChurchBoy_Beatz niceeee page',biology,0.073708,3,Bot
0.087672,0.079594,0.528,0.081671,0.065145,0.066704,0.040268,100,0.450794,0.039972,0.054595,0.064665,0.054193,0.044356,0.032716,0.448022,0.303857,1,True,False,False,False,0.109118,1,0.088323,0.052927,0.107912,1,0.56023,NONE,0.049199,0.487464,0.01789,'FOLLOW @KIDDRICHMUSIC  CHECK HIM OUT HERE==&gt; http://t.co/jUYJCj19WL DOPE #MC',cars,0.071758,9,Bot
0.056637,0.110599,0.580737,0.176408,0.076965,0.066207,0.062417,100,0.516177,0.062225,0.046073,0.076728,0.045931,0.031963,0.043302,0.479795,0.12229,0,True,False,False,False,0.181031,0,0.056812,0.053395,0.081639,1,0.542854,P,0.089693,0.431604,0.088668,'@sullieah Alone we can do so little; together we can do so much. - Helen Keller',soccer,0.039413,15,Bot
0.056278,0.069615,0.552508,0.271835,0.055035,0.07621,0.067381,100,0.496676,0.07706,0.060249,0.06294,0.068903,0.054472,0.06092,0.539621,0.120758,0,True,False,False,False,0.307506,0,0.04921,0.049758,0.062247,0,0.508787,P+,0.085231,0.222239,0.077663,'Make each day your masterpiece. - John Wooden',art,0.044491,7,Bot
0.045615,0.060978,0.44523,0.062365,0.081685,0.075325,0.075376,100,0.449178,0.031443,0.100904,0.034075,0.042092,0.056386,0.042121,0.496917,0.626254,0,True,False,True,False,0.066803,0,0.10935,0.045646,0.08163,1,0.614733,N,0.056268,0.229042,0.015535,'RT @missflamboyant_: scariest part about rocking with somebody ',music,0.061106,8,Bot
0.058846,0.058076,0.496105,0.148337,0.058792,0.08316,0.063916,100,0.448826,0.048571,0.084185,0.044678,0.063975,0.064763,0.04917,0.526823,0.434543,0,True,False,False,False,0.068939,0,0.077437,0.045229,0.076494,1,0.562414,NONE,0.063137,0.116218,0.231964,'@Sir_Arkana Snowbelle.. Do you know which way it is?',math,0.059572,9,Bot
0.066919,0.056802,0.531693,0.134742,0.047806,0.076157,0.057253,100,0.474769,0.071585,0.064097,0.059774,0.080142,0.06745,0.060249,0.537622,0.218538,0,True,False,False,False,0.208259,0,0.053521,0.050308,0.063591,1,0.498871,NONE,0.068026,0.145602,0.29286,'@souljaboy def',cricket,0.056321,2,Bot
0.101983,0.02938,0.535083,0.604533,0.021689,0.084573,0.029974,100,0.40227,0.067662,0.062435,0.04896,0.140938,0.104046,0.049951,0.574142,0.07739,0,True,False,False,False,0.093703,0,0.045178,0.036145,0.061197,0,0.46431,NONE,0.040602,0.203879,0.020496,'I need a music app g',music,0.075288,6,Bot
0.052359,0.05295,0.404136,0.165598,0.08685,0.039856,0.06923,100,0.53615,0.044198,0.065373,0.055448,0.041736,0.068457,0.072495,0.442281,0.377949,0,True,False,False,True,0.092379,0,0.082012,0.090947,0.050001,0,0.487548,P,0.042207,0.306002,0.058072,'A superior man is modest in his speech but exceeds in his actions. - Confucius',islam,0.085881,14,Bot
0.075873,0.072228,0.701661,0.179104,0.023518,0.104589,0.036272,100,0.460048,0.124637,0.034055,0.080812,0.117019,0.038102,0.040583,0.603464,0.110777,0,True,False,False,True,0.060844,0,0.022081,0.026313,0.067814,0,0.478474,P,0.111398,0.423276,0.225999,'I like Grace because she cuddles with me and that is better than being in an actual relationship with anyone! ????',romance,0.024705,20,Bot
0.085238,0.045657,0.664181,0.25955,0.017795,0.104392,0.032213,100,0.432788,0.122165,0.040686,0.067486,0.154301,0.060138,0.047614,0.62497,0.121494,0,True,False,False,True,0.191252,0,0.022476,0.026302,0.057667,0,0.451446,P,0.08265,0.222509,0.205195,'Me and Hana talking about how cute it would be if our Baes were here',comics,0.033221,15,Bot
0.05106,0.043707,0.429704,0.510537,0.062308,0.063441,0.072769,100,0.478406,0.047981,0.090441,0.041083,0.059633,0.085012,0.068401,0.518351,0.067431,0,True,False,False,False,0.056079,0,0.07744,0.058568,0.054321,0,0.522864,NONE,0.051045,0.348091,0.017861,'If you push people away sooner or later they\'ll pick up momentum and walk away on their own',nfl,0.072791,18,Bot
0.041372,0.055702,0.433953,0.161909,0.081289,0.062451,0.088563,100,0.496164,0.0438,0.091139,0.040203,0.045074,0.065779,0.06392,0.50615,0.199638,0,True,False,False,False,0.327417,0,0.083654,0.05867,0.057322,1,0.554038,P+,0.060686,0.277139,0.033897,'@9maaakus6 You must take action now that will move you towards your goals. Develop a sense of urgency in your life. - Les Brown',soccer,0.060377,23,Bot
0.096633,0.050017,0.473224,0.202689,0.052055,0.05193,0.037185,100,0.469524,0.047495,0.054046,0.066487,0.06903,0.071842,0.04943,0.451903,0.190772,0,True,False,False,False,0.137452,0,0.075658,0.069196,0.072696,0,0.480495,NONE,0.03573,0.210951,0.258136,'No matter what',cricket,0.10057,3,Bot
0.038942,0.08005,0.416372,0.258073,0.131696,0.032418,0.083724,100,0.582158,0.038864,0.053333,0.061132,0.024757,0.04073,0.063939,0.402122,0.174504,0,True,False,False,False,0.242948,0,0.083892,0.100574,0.050992,1,0.514839,NONE,0.050891,0.301401,0.023075,'@GeeGeeBstone Sometimes you have to move backward to get a step forward. - Amar Gopal Bose',soccer,0.064066,15,Bot
0.068174,0.07529,0.602299,0.180779,0.044897,0.081942,0.053156,100,0.485526,0.087807,0.048863,0.074163,0.080716,0.048132,0.052361,0.544416,0.155429,0,True,False,False,False,0.328578,0,0.041271,0.044225,0.06921,1,0.49782,NONE,0.08914,0.174079,0.161135,'@kuhnie88 Follow me!',cricket,0.040654,3,Bot
0.073771,0.105241,0.421867,0.133817,0.14851,0.016299,0.024176,100,0.541763,0.012624,0.023,0.077544,0.012009,0.016947,0.017814,0.265345,0.170081,0,True,False,False,False,0.397596,0,0.141284,0.109427,0.10012,0,0.555984,P,0.017132,0.255764,0.042741,'This is the time where all BSD students come together &amp; support Concord.',education,0.104102,13,Bot
0.083484,0.09765,0.625126,0.109462,0.049678,0.086788,0.040791,90,0.455181,0.06333,0.044152,0.077128,0.068549,0.034873,0.032218,0.502902,0.085849,0,True,False,False,False,0.116582,0,0.053772,0.039238,0.105697,0,0.549473,N,0.080181,0.421713,0.266395,'Goodness is the only investment that never fails. - Henry David Thoreau',investment,0.042471,11,Bot
0.048837,0.063742,0.381544,0.105178,0.118472,0.034266,0.065966,100,0.534009,0.028166,0.063687,0.050584,0.027193,0.050541,0.052349,0.390314,0.168797,0,True,False,False,False,0.331206,0,0.11438,0.094016,0.061541,0,0.537442,N+,0.035492,0.154863,0.239956,'Hunger. Keine Ahnung wie das passieren konnte.',biology,0.090769,7,Bot
0.055068,0.075552,0.490598,0.051652,0.080641,0.065339,0.068439,100,0.489611,0.045864,0.06974,0.054041,0.046736,0.049884,0.048953,0.479344,0.08499,0,True,False,False,True,0.437805,0,0.082175,0.057681,0.076989,1,0.55801,P,0.06412,0.332223,0.09333,'@yoapoyoalgmid Believe that life is worth living and your belief will help create the fact. - William James',religion,0.058778,17,Bot
0.055154,0.071691,0.474357,0.265268,0.083288,0.052744,0.069229,100,0.521819,0.051795,0.061276,0.062313,0.045844,0.05326,0.060173,0.464165,0.104302,0,True,False,False,True,0.180351,0,0.073719,0.072393,0.063455,1,0.515595,P,0.05959,0.193385,0.256694,'@Eazy_Eaze cool page.',design,0.064075,3,Bot
0.085967,0.057752,0.61776,0.179947,0.029877,0.091713,0.039297,100,0.448856,0.093656,0.047445,0.071204,0.113074,0.058496,0.04845,0.569864,0.066391,0,True,False,False,True,0.148682,0,0.036071,0.036835,0.069727,0,0.479136,P+,0.075963,0.491655,0.113325,'when the best part of me was always you',nostalgia,0.044473,9,Bot
0.126445,0.067577,0.55266,0.107507,0.046024,0.050978,0.026215,100,0.471696,0.054378,0.034719,0.095471,0.07202,0.049051,0.037035,0.43091,0.081668,0,True,False,False,True,0.384504,0,0.060956,0.065022,0.089501,1,0.467624,P+,0.03849,0.245686,0.180635,'@Undaunted559 I believe that every person is born with talent. - Maya Angelou',entertainment_news,0.086117,12,Bot
0.059381,0.042271,0.779165,0.4273,0.007389,0.130866,0.023474,100,0.434721,0.193609,0.022874,0.060939,0.188659,0.032976,0.033841,0.711491,0.078621,0,True,False,False,True,0.014968,0,0.0072,0.010652,0.041191,0,0.436589,P,0.1343,0.470449,0.008662,'Sooooo annoyed someone cheer me up lol like please',nba,0.010379,9,Bot
0.074806,0.064944,0.58495,0.268854,0.040981,0.097383,0.048395,100,0.439015,0.06957,0.061451,0.058913,0.088339,0.055744,0.043901,0.553841,0.116481,0,True,False,False,True,0.214628,0,0.052037,0.037175,0.082464,1,0.533997,P,0.076693,0.334915,0.065122,'@KaylaG_Baby1 Kind words can be short and easy to speak but their echoes are truly endless. - Mother Teresa',poetry,0.047205,18,Bot
0.063259,0.063629,0.524515,0.336277,0.056046,0.078612,0.060866,94,0.46871,0.060389,0.069243,0.055606,0.0687,0.060512,0.053191,0.524973,0.087317,0,False,False,False,True,0.065058,0,0.063759,0.048979,0.072387,0,0.531679,NEU,0.069101,0.482953,0.028395,'Be faithful in small things because it is in them that your strength lies. - Mother Teresa',climbing,0.05572,16,Bot
0.085093,0.094284,0.721048,0.253673,0.026147,0.125013,0.030492,100,0.419734,0.087275,0.034669,0.07484,0.099231,0.027519,0.024203,0.578548,0.133994,0,True,False,False,True,0.143471,0,0.029729,0.020755,0.107201,1,0.551882,P,0.10995,0.218441,0.250421,'@youn_drew cool',art,0.023598,2,Bot
0.069356,0.04888,0.447615,0.82386,0.060747,0.060896,0.053893,86,0.465177,0.043818,0.07568,0.04939,0.061531,0.07647,0.054456,0.483007,0.03787,0,False,False,False,True,0.005253,0,0.085304,0.06138,0.06864,0,0.521652,P,0.043365,0.121563,0.011454,'Can\'t have an opinion against a racist boxer because he\'d beat me up. Yeah that\'s right. Who raises these idiots?',boxing,0.086194,20,Bot
0.057832,0.090374,0.525102,0.047781,0.081561,0.065559,0.064125,94,0.496811,0.049279,0.059166,0.062679,0.045468,0.041034,0.044473,0.47171,0.093625,0,False,False,False,True,0.224434,0,0.075253,0.056566,0.083385,0,0.5574,NEU,0.071054,0.584575,0.049585,'Short for the moon; even if you miss you\'ll land among the stars. - Les Brown',astronomy,0.052192,15,Bot
0.079229,0.078467,0.506963,0.194303,0.072653,0.060493,0.045815,100,0.470685,0.040868,0.05601,0.064808,0.049962,0.04626,0.03784,0.442468,0.136625,0,True,False,False,False,0.25017,0,0.08882,0.060006,0.095928,1,0.549647,P,0.049482,0.312149,0.106753,'@moranaked Talent develops in tranquillity character in the full current of human life. - Johann Wolfgang von Goethe',film,0.073359,17,Bot
0.063169,0.064919,0.506665,0.140872,0.062812,0.063673,0.061808,92,0.498373,0.062364,0.061606,0.063376,0.06216,0.060142,0.060339,0.499208,0.165128,0,True,False,False,False,0.047879,0,0.062606,0.061319,0.064707,1,0.504083,P,0.063882,0.487172,0.158949,'@320Spyda The great man is he that does not lose his child\'s heart. - Mencius',cricket,0.061118,14,Bot
0.070452,0.046004,0.44166,0.152227,0.05761,0.074583,0.048016,100,0.413196,0.030186,0.0934,0.036218,0.058719,0.073533,0.037802,0.48794,0.140347,0,True,False,False,False,0.082972,1,0.112064,0.045356,0.089487,0,0.585258,NONE,0.038342,0.612272,0.012182,http://t.co/d2Lo6ijYu9,programming,0.088227,1,Bot
0.088017,0.042183,0.718134,0.055834,0.011235,0.115463,0.023853,98,0.418297,0.144937,0.030753,0.068268,0.186865,0.04977,0.038603,0.657423,0.088769,0,True,False,False,True,0.121631,0,0.014485,0.018183,0.054385,0,0.438628,P+,0.089556,0.525754,0.208012,'and she looked at me and went by tonight alive so I got really excited but I\'ve seen that song live so they had a lot to live up to',music,0.023443,30,Bot
0.028306,0.084917,0.511235,0.18565,0.087492,0.106188,0.096021,100,0.433617,0.027265,0.109407,0.024843,0.031065,0.032007,0.028091,0.540705,0.205357,0,True,False,False,False,0.136831,0,0.099688,0.025596,0.096755,1,0.692491,P,0.093196,0.4488,0.023362,'@andrewolafsson1 We must be the change we wish to see in the world. - Mahatma Gandhi',cricket,0.029164,15,Bot
0.070304,0.092361,0.657224,0.179067,0.040702,0.095794,0.046508,100,0.46953,0.088502,0.042214,0.077454,0.080332,0.035401,0.039001,0.552775,0.296494,0,True,False,True,False,0.069355,1,0.036944,0.034132,0.083835,3,0.525447,P,0.105536,0.447743,0.007341,'RT @AngelinaCastroX: Omg all this food I just learn how to make with @ChefToyonishi !Getting my @MEALPREPDIRECT  asap! http://t.co/YhBxRNd…',general_food,0.030981,19,Bot
0.05379,0.048906,0.509066,0.213767,0.047295,0.078915,0.069782,100,0.477377,0.07257,0.076315,0.049185,0.079365,0.07675,0.070179,0.564296,0.234109,0,True,False,False,False,0.150349,0,0.051723,0.047564,0.053485,1,0.502777,NONE,0.072159,0.336531,0.065245,'@DGBBBB Please follow me',cricket,0.052018,4,Bot
