@relation trainwseap

@attribute polarity {P,NONE,N,NEU,P+,N+}
@attribute confidence numeric
@attribute joy numeric
@attribute text string
@attribute extraversion numeric
@attribute isIronic {False,True}
@attribute sadness numeric
@attribute agreeableness numeric
@attribute isSubjective {True,False}
@attribute conscientiousness numeric
@attribute isAgreement {True,False}
@attribute anger numeric
@attribute surprise numeric
@attribute fear numeric
@attribute openness numeric
@attribute class {Bot,Human}

@data
N,100,0.379122,'Working 13 hours straight is exhausting.',0.457896,False,0.094038,0.501965,True,0.533914,True,0.282864,0.047029,0.196947,0.502852,Human
N,100,0.050255,'@joshinken @stormberry @ekmisao /daft punk voice/ ONE MORE TIME!!!! Not another Aragorn!!!! Exactly. He\'s not conflicted he KNOWS who he is',0.518335,False,0.257438,0.623275,False,0.471914,True,0.278286,0.222975,0.191046,0.491206,Human
P,100,0.029541,'RT @jenlaw_11: I\'m paying thousands of $\'s for this geology class and the professor hasn\'t once asked me if I\'m \'ready to rock\' is he even …',0.505439,False,0.438364,0.533572,False,0.487261,True,0.172016,0.189672,0.170408,0.513424,Human
NONE,100,0.094672,'wake me up when alex from target ends',0.589493,False,0.266063,0.6856,False,0.392833,True,0.247678,0.26014,0.131446,0.48959,Human
NONE,100,0.083816,'RT @sydneylevv: He took me to da beachhhh ',0.450576,False,0.229872,0.473174,False,0.566002,True,0.028095,0.575457,0.082759,0.44784,Human
N,100,0.035271,'I\'m so confused rn I think I\'m over thinking ',0.651937,False,0.300462,0.727584,True,0.408528,True,0.180374,0.028395,0.455498,0.370149,Human
N,100,0.014036,'“@Nelsonrosevelt: Please if you don\'t start laughing at this you are weird ',0.574791,False,0.223212,0.583742,False,0.458734,True,0.301055,0.003925,0.457772,0.490357,Human
N,92,0.104454,'@normative Uh….. That’s not what I was taught!',0.496735,False,0.215576,0.547718,False,0.362572,True,0.097779,0.440025,0.142166,0.643355,Human
N+,100,0.108825,'After a week of no treatments today sucked.',0.490518,False,0.536726,0.501428,False,0.505142,True,0.179926,0.032398,0.142124,0.547862,Human
NONE,100,0.332913,'RT @nouisnudity: hala hindi si melai nanalo',0.366808,False,0.211243,0.323543,False,0.539649,True,0.061756,0.238202,0.155886,0.756501,Human
NONE,100,0.034103,'Who has a student tap card they dont need ?',0.563955,False,0.214568,0.52478,False,0.484153,True,0.371757,0.230409,0.149163,0.432298,Human
P,100,0.748919,'@galih_dhan Hahah maunya sih gitu tapi masih bisa sabar kok :D',0.571427,False,0.013182,0.558431,True,0.511162,True,0.006177,0.197771,0.033951,0.547107,Human
NONE,100,0.121585,'She won\'t be walking home tonight ',0.628217,False,0.456891,0.575355,False,0.474651,True,0.126324,0.159638,0.135561,0.388051,Human
P,100,0.245441,'@MisisPadilya cheee hahahaha kathniel lover mo! adik mo te haahah',0.700844,False,0.205944,0.694515,False,0.452428,True,0.087428,0.359158,0.10203,0.538497,Human
N,94,0.056314,'RT @EWilliamstv6: ACP Stephen Williams says solving the German murders is of high priority. @tv6tnt http://t.co/I4dTnt6bzg',0.421382,False,0.531405,0.447557,False,0.528134,False,0.10924,0.012699,0.290342,0.598612,Human
NONE,100,0.06512,'RT @corbuzier: BackStage #agnezMoCorbuzier @HitamPutihT7  senin ini! http://t.co/L5CnW8siXo',0.42461,False,0.442036,0.463016,False,0.552364,True,0.118829,0.009044,0.364971,0.452628,Human
NONE,100,0.033102,'https://t.co/h6ExYocIM8 http://t.co/QTVNOp47Wi',0.418827,False,0.467159,0.522488,False,0.504063,True,0.141552,0.003962,0.354224,0.498034,Human
NONE,100,0.051471,'#socialmedia for #Job Hunting and #networking  http://t.co/YSBAxWOYF3',0.402341,False,0.435042,0.414737,False,0.55997,True,0.151424,0.007105,0.354957,0.502617,Human
P,100,0.140713,'Rafa leading 5-0.',0.53564,False,0.216905,0.355561,False,0.317262,True,0.124399,0.242441,0.275543,0.544715,Human
P+,100,0.185364,'@ekta06 super plan... Kaash it was pissible',0.506867,False,0.201856,0.482064,False,0.509585,True,0.126912,0.285457,0.200411,0.495383,Human
P,100,0.571681,'@SilentStorm220 Ayy turn up!! It\'s ok every birthday is a celebration!!!',0.549537,False,0.07967,0.610341,False,0.479279,True,0.087609,0.179934,0.081106,0.464759,Human
NONE,100,0.261453,'@themykiuser effect!',0.460978,False,0.101645,0.520241,False,0.463463,True,0.127689,0.328254,0.180959,0.590115,Human
P+,100,0.176254,'RT @gemini937: #Gemini love being mindful we may play a roll of intelligence and ACT as if were was the leader. #GeminiUnited',0.423556,False,0.429594,0.488894,True,0.557394,True,0.078135,0.235709,0.080308,0.50141,Human
P,100,0.040809,'I think @Yuana_Tojo and I can also look cute together in normal clothing but we just don\'t feel like it. http://t.co/YU95QPSn',0.591682,False,0.521225,0.659272,True,0.434874,True,0.101578,0.014145,0.322243,0.499986,Human
NONE,100,0.050882,'RT @isabellasae: Lol kinda craving pho',0.566942,False,0.434231,0.551566,True,0.511581,True,0.048968,0.402661,0.063258,0.434188,Human
P+,100,0.465432,'RT @healthfrL: Getting in shape is a long road but each and everyday you will feel better and be one step closer to achieving your goal.',0.600493,False,0.177944,0.558685,False,0.466426,True,0.07319,0.04356,0.239874,0.5752,Human
N,94,0.042311,'@XxMIKExFAILZxX Damn thanks tho! ;-;',0.570151,False,0.06095,0.582047,True,0.425004,False,0.037964,0.801644,0.057131,0.577002,Human
NONE,100,0.166526,'@TheVampsCon same',0.474724,False,0.174144,0.525487,False,0.504994,True,0.168186,0.270377,0.220767,0.494223,Human
NONE,100,0.20684,Down,0.485111,False,0.172071,0.376068,False,0.514358,True,0.184406,0.204898,0.231785,0.453278,Human
NEU,94,0.050207,'When playing Pandemic all words are famous last words.I hate this game.',0.487213,False,0.37431,0.492265,True,0.488926,False,0.385703,0.012812,0.176968,0.486086,Human
NONE,100,0.018753,'Ummmmm. What type of game are you trying to play here @Spotify? #Hamlet #Shakespeare #AppreciateTheReference http://t.co/uLUI1iJIpx',0.45083,False,0.365697,0.466177,False,0.464602,True,0.218973,0.014004,0.382572,0.555041,Human
P,100,0.301611,'RT @rabon1992: Last night was good with @SarahMoler @DeonButler23 @AC_2_Cold1991 @Pyfer75 @cowboyforever_M @Ashie_Paige !!!',0.4554,False,0.281811,0.536476,True,0.52342,True,0.068819,0.279331,0.068428,0.495113,Human
N,100,0.188395,'RT @joshu: tryin to cut out a fractal on my cnc mill but it\'s taking infinity long time.',0.426262,False,0.24059,0.469497,False,0.509865,True,0.210138,0.065701,0.295176,0.538193,Human
N+,100,0.255238,'RT @Heelai_Noor: @GulwaliP: @kwakily @Gharghasht @HTasalla #Afghans coming together to speak up for the victim of pak ISI terrorism. http:…',0.439938,False,0.346835,0.442766,False,0.502019,True,0.076346,0.154554,0.167028,0.565192,Human
P,100,0.701183,'Happy 21st Birthday to @che15faye! Hope you have a great day Chels!',0.562907,False,0.018713,0.675557,True,0.472617,True,0.011273,0.198357,0.070474,0.491352,Human
N+,100,0.036606,'@gordonguthrie @digitalWestie hate speech is a crime',0.490509,False,0.132421,0.487832,True,0.493665,True,0.222454,0.029365,0.579154,0.564023,Human
N,100,0.085169,'Turns out they didn\'t put Jamies booking in the students system. 75mins late. All sorted.',0.503309,False,0.255042,0.437577,True,0.445413,True,0.250396,0.344281,0.065113,0.521305,Human
NONE,100,0.036799,'Just posted a photo https://t.co/j43qx69KOa',0.494564,False,0.292025,0.61771,False,0.499002,True,0.083835,0.002873,0.584467,0.484489,Human
NONE,100,0.274712,'@RayneHall @AngoraShade Had a leopard gecko named Skull for 15 years. My son got it in 1st grade. Guess who fed it crickets &amp; mealworms?',0.414754,False,0.202967,0.472295,False,0.490764,True,0.097302,0.274012,0.151007,0.534528,Human
NONE,100,0.12418,'RT @WlSDOMTEETH: I lived in his balls for a really long time ',0.559466,False,0.386482,0.553283,False,0.495108,True,0.220128,0.177529,0.091682,0.47709,Human
P+,100,0.742518,'@issyxwx whooooo *A* looks so great!!',0.464337,False,0.016602,0.549359,False,0.502674,True,0.008835,0.209477,0.022568,0.47511,Human
P,100,0.202182,'@iBigBang: 141203 MAMA 2014 FANTASTIC BABY - GD X TAEYANG 20141203 @MAMA 2014 http://t.co/gIj0lS6evA',0.472826,False,0.357125,0.637491,True,0.544867,True,0.080516,0.008686,0.35149,0.502667,Human
NONE,100,0.440876,'Zen and the Art of Mushroom Foraging by @bransonbranson',0.417605,False,0.147043,0.638956,False,0.407738,True,0.094189,0.141487,0.176405,0.790119,Human
P,100,0.049553,'@niamh98l I still have a lot to learn but thanks haha',0.657027,False,0.30709,0.695995,False,0.447923,True,0.144926,0.4301,0.068331,0.482475,Human
N,94,0.316554,'@heyimjingle HAHAHAHAHHAHAHAHAHAHHAHAHAHAHAHHAHAHAHHAHAHA FUCK YOU TAAS KA? THANK YOU LORD PREHA RAMI. TAAS RA GANI KA GAMAY HAHAHAHAHHA',0.48508,False,0.336812,0.512281,True,0.511642,False,0.174017,0.028192,0.144426,0.472925,Human
NONE,100,0.015651,'why is the jimmy neutron theme song stuck in my head',0.514758,False,0.113759,0.512165,False,0.480113,True,0.801081,0.002348,0.067161,0.498802,Human
NONE,100,0.03521,'RT @watermelaniee: How to pick up girls 101 http://t.co/dflravumBk',0.449921,False,0.525167,0.454161,False,0.528215,True,0.262175,0.003663,0.173785,0.483272,Human
N,92,0.056681,'RT @DjKaitlin71: If I was born on the 4th you don\'t even know how many opportunities I would take to say I\'m so flattered that America ce…',0.605918,False,0.518612,0.527402,False,0.488637,True,0.081914,0.24809,0.094703,0.444338,Human
NONE,100,0.251866,'I\'m about to open a message that might change my life ',0.611848,False,0.102868,0.674905,False,0.422705,True,0.078458,0.177706,0.389102,0.518117,Human
NONE,100,0.016343,'When was the last time you hugged someone? — today http://t.co/fye6yKNZGH',0.340029,False,0.627552,0.747058,False,0.567583,True,0.126429,0.006842,0.222834,0.303892,Human
N,100,0.013119,'RT @Iostmysoul: What ever girl wants to hear when they\'re getting jealous http://t.co/Xly0aUwmQQ',0.478517,False,0.457263,0.545441,False,0.511215,True,0.316248,0.0039,0.209471,0.509231,Human
N,100,0.22429,'Either way it will be a blowout. @ParksKMBZ',0.477035,False,0.219305,0.411527,False,0.49549,True,0.111848,0.155083,0.289475,0.486881,Human
N,100,0.767016,'Drive in movies tonight with cause I\'m a beast bf!!!',0.590435,False,0.048767,0.769301,True,0.509588,True,0.030003,0.102627,0.051587,0.352236,Human
NONE,100,0.084338,'@bbcnews How can it be?',0.474916,False,0.121031,0.46843,False,0.484505,True,0.180433,0.293209,0.320989,0.519596,Human
P,100,0.18475,'RT @pourmecoffee: We are all out of justice can I interest you in the promise of a national conversation? It\'s our most popular item.',0.537973,False,0.446059,0.57788,True,0.476767,True,0.129737,0.160464,0.078989,0.547226,Human
NONE,100,0.054607,'RT @abpnewstv: Newly wedded Kunal and Soha #reveal their after #marriage #experience with ABP NewsWATCH:http://t.co/yHJbU8dUZb http://t.c…',0.436581,False,0.523231,0.47653,False,0.529995,True,0.111316,0.015031,0.295815,0.495056,Human
NONE,100,0.158124,'it\'s been a year',0.544233,False,0.174812,0.502459,False,0.493776,True,0.066933,0.5094,0.090731,0.445304,Human
P,100,0.670728,'RT @Show1DUpdates: Retweet for a solo dm with Zayn! He\'s online right now :)',0.519344,False,0.03446,0.634192,True,0.464367,True,0.012496,0.208005,0.07431,0.519921,Human
NONE,100,0.092493,'@DuckCrispin the ducks are everywhere',0.459901,False,0.268843,0.438456,False,0.519707,True,0.430754,0.061698,0.146212,0.47943,Human
P+,100,0.621301,'@KateOrjis go glorious day!',0.498174,False,0.045288,0.624109,False,0.490483,True,0.031258,0.227547,0.074606,0.468877,Human
NONE,100,0.202742,'@isijoe that is boss to have yo',0.527179,False,0.277726,0.537687,False,0.466961,True,0.129989,0.100532,0.289011,0.478517,Human
P,100,0.075353,'Photo: › Cherry Darling http://t.co/k0KkWVi',0.607185,False,0.423363,0.661233,True,0.544856,True,0.114374,0.004987,0.381923,0.329363,Human
N+,100,0.072866,'I look like trash 24/7',0.639898,False,0.480091,0.526197,True,0.435272,True,0.324955,0.055861,0.066227,0.435557,Human
P,100,0.071646,'RT @Dory: ZAC EFRONS BROTHER IS 15 RT TO SAVE A LIFE http://t.co/Mqw79kPfTe',0.458701,False,0.564327,0.498515,False,0.541443,True,0.170402,0.01848,0.175146,0.50368,Human
N,100,0.082567,'@AhmedSiwi nope. This one\'s hollow.',0.486275,False,0.263332,0.496184,True,0.506417,True,0.310207,0.223019,0.120875,0.483892,Human
NONE,100,0.346779,'RT @vicegandalines: ANG ESTUDYANTENG TAMAD CLASS SUSPENSION ANG HANGAD.',0.462029,False,0.202617,0.601127,False,0.46777,True,0.183987,0.07844,0.188177,0.811637,Human
P,100,0.209038,help,0.744442,False,0.163691,0.511581,False,0.435851,True,0.188338,0.194816,0.244117,0.451666,Human
N,100,0.055911,'RT @zjm_galaxy: This hurt ',0.442992,False,0.40533,0.50278,False,0.530577,True,0.133597,0.18367,0.221491,0.531571,Human
NONE,100,0.079681,'RT @jesskdubose: All I\'m saying is that when Lil Wayne does A Mill I\'ll probably become a different person @pardusc',0.499124,False,0.261029,0.565257,False,0.508864,True,0.080392,0.531103,0.047795,0.498548,Human
NONE,100,0.139871,'RT @iamlolopedro: Minsan alam mo naman talaga yung sagot. Nahihiya ka lang magtaas ng kamay.Sige ka Sayang Grade. ',0.359752,False,0.469975,0.639119,False,0.437972,True,0.093108,0.06331,0.233736,0.783924,Human
NONE,100,0.192877,'This has been a long game.',0.421957,False,0.199229,0.473928,False,0.503991,True,0.271202,0.108548,0.228144,0.483767,Human
N+,100,0.188288,'Anarchy for social good is in hiding in NZ. We now have anarchic breaches of social codes by those with selfish agendas',0.55385,False,0.332341,0.421072,True,0.591862,True,0.264905,0.119367,0.095099,0.481413,Human
P,100,0.717157,'@jliebman Hi #wine friend! Look forward to tweeting with you!',0.622293,False,0.073151,0.731857,False,0.469096,True,0.039766,0.110222,0.059704,0.447954,Human
N,100,0.214269,'Summoners War ',0.593305,False,0.148288,0.452009,False,0.283987,True,0.167363,0.229065,0.241015,0.60931,Human
NONE,100,0.006715,'@decryption I have someone who uses my gmail too. You would think they would wonder why they aren’t getting the emails. Heh',0.423808,False,0.195132,0.463757,True,0.494492,True,0.578808,0.153545,0.0658,0.511516,Human
NONE,100,0.044084,'【釣果報告】本日、タナゴさん10匹・クチボソさん8匹・コブナちゃん1匹＋金魚ちゃん2匹でした #fishing @ 新井薬師公園 ひょうたん池 https://t.co/585OgfWIZY',0.379602,False,0.459998,0.421683,False,0.515945,True,0.114137,0.006793,0.374988,0.51624,Human
NONE,100,0.203477,'@STAAAAPw うぇーい！ #antifa',0.47065,False,0.150668,0.469459,False,0.532558,True,0.117887,0.225914,0.302054,0.465811,Human
N,100,0.019661,'Cough cough highkey cough',0.537696,False,0.171001,0.66133,False,0.40408,True,0.732165,0.012543,0.06463,0.455746,Human
N,100,0.055208,'RT @TheUnRealTimes: BREAKING: Modi and Obama likely to take a motorbike ride Jai-Veeru style later on in the day #NamastePOTUS http://t.co/…',0.393292,False,0.564775,0.436595,False,0.48707,True,0.129519,0.006239,0.244259,0.531067,Human
P,100,0.205928,'One. More. Chance! for a #freebooks copy of The Duel for Consuelo! Enter at the lovely site: http://t.co/kT44dvT4zm',0.525411,False,0.314606,0.64913,True,0.488833,True,0.104304,0.018766,0.356395,0.486174,Human
P,100,0.032797,'Facebook rolls out video calls on Messenger: Facebook on Monday began rolling out video calling on its Messeng... http://t.co/h5tQAzEJnj',0.537312,False,0.429955,0.580627,False,0.483041,True,0.320882,0.017282,0.199083,0.484699,Human
N,100,0.038112,'And to think i was gonna rush and do my mixtape for this yr. Ppl wont have listened. Hardest of hardest. Tyler still hadda drop his album',0.530365,False,0.54615,0.465669,True,0.411383,True,0.135997,0.181144,0.098597,0.517495,Human
NONE,100,0.203477,'@melodyJIKT48 うぇーい！！ #deai',0.47065,False,0.150668,0.469459,False,0.532558,True,0.117887,0.225914,0.302054,0.465811,Human
NONE,100,0.052382,'@DiploBR: when @MAJORLAZER\'s album come out http://t.co/6Vuxu0XVwd',0.454789,False,0.439261,0.524929,False,0.485923,True,0.100946,0.006108,0.401302,0.508653,Human
NONE,100,0.076183,'@skoskie @JKDesignICT @westbrid did you see the beaver dangle my mom got me?',0.534475,False,0.284082,0.508339,False,0.476954,True,0.102334,0.411799,0.125603,0.511216,Human
NEU,94,0.209212,'@meta_Lloyd Ruh roh. You\'re in for a bad time! :P',0.546814,False,0.095449,0.601168,True,0.516214,False,0.064472,0.388117,0.24275,0.400272,Human
P,94,0.192674,'@sweetbabyrae Thank you! Everyone here has bronchitis so I\'m trying my best to combat that. ',0.539107,False,0.276394,0.695055,True,0.519145,False,0.313969,0.061935,0.155029,0.449047,Human
NONE,100,0.298798,'Season 3 ',0.653635,False,0.156552,0.488048,False,0.426079,True,0.150658,0.169932,0.22406,0.382388,Human
NONE,100,0.344261,'@dumbaesthetics PUT IT IN**',0.496483,False,0.140119,0.526279,False,0.443251,True,0.101708,0.287328,0.126584,0.500925,Human
NONE,100,0.128827,'RT @ThiefMason: @L7Billion Billion I will literally send a banana to your house',0.536508,False,0.348786,0.476103,False,0.504572,True,0.306639,0.096118,0.119631,0.560038,Human
NONE,100,0.109685,'Fed up with the bs',0.40053,False,0.147245,0.356592,False,0.621304,True,0.615836,0.04082,0.086415,0.516552,Human
P+,100,0.491643,'@charliesheen you\'re fanfuckintabulous! love you!!',0.550835,False,0.039575,0.643858,True,0.486876,True,0.061039,0.364969,0.042774,0.464502,Human
P,100,0.353347,'Lets get this win @warriors !',0.532344,False,0.029731,0.564328,False,0.489243,True,0.039461,0.034418,0.543043,0.500264,Human
P,100,0.490718,'RT @QuotesHive_: Good or bad just smile. You have a lot to be thankful for.',0.513759,False,0.152566,0.645667,True,0.533005,True,0.015925,0.268161,0.072631,0.446512,Human
NONE,100,0.014163,'Why she look like woman shrek http://t.co/3pOZ1veo1u',0.485826,False,0.581788,0.529135,False,0.497296,True,0.219849,0.002707,0.181494,0.470996,Human
N,100,0.17107,'another one bites the dusttt.',0.497105,False,0.210057,0.540965,False,0.522664,True,0.433999,0.063931,0.120943,0.429267,Human
P,100,0.100618,'@vintagegalholly I hope he lets his last year be about America let them campaign.  Economy is slated to contract this yr',0.488775,False,0.057419,0.402454,True,0.493109,True,0.022171,0.006392,0.813399,0.581161,Human
NONE,100,0.086138,http://t.co/fambmjKn4z,0.41469,False,0.532571,0.43356,False,0.478999,True,0.160054,0.012187,0.20905,0.552909,Human
N+,100,0.045193,'RT @AmberKTVU: Richmond police are looking for a man who\'s kidnapped and attacked 3 women. Top News Videos http://t.co/zsHFjF6s',0.49042,False,0.533875,0.463364,False,0.519903,True,0.07979,0.004756,0.336386,0.555635,Human
NONE,100,0.081901,'She said that they\'ll be huge ',0.606071,False,0.137893,0.563159,False,0.435942,True,0.032208,0.621503,0.126495,0.435527,Human
P,100,0.024679,'I wish all of my sneezing only took place in the shower',0.540823,False,0.430159,0.581529,False,0.515668,True,0.479308,0.016089,0.049765,0.428563,Human
N,91,0.050054,'RT @HDofBearfaced: lil niggas green sayin they gone knock me down i dont gota break a sweat my lil niggas ready to move jus let me kno',0.632515,False,0.756846,0.618127,False,0.41768,False,0.076647,0.049463,0.066989,0.505947,Human
N,100,0.086,'I feel bad',0.630694,False,0.272588,0.603298,True,0.425199,True,0.122097,0.166019,0.353296,0.469273,Human
P,100,0.324588,'@c0lacunt @LanaDelRey Jaime started to have a thing for lizards',0.48654,False,0.151844,0.447831,False,0.488913,True,0.144709,0.183009,0.19585,0.43184,Human
P+,100,0.13681,'RT @EllenPompeo: I can think of a thousand reasons why I love this show and I\'m so glad I never walked away',0.548323,False,0.594174,0.602941,True,0.478029,True,0.145409,0.028849,0.094757,0.471564,Human
N,100,0.002272,'This bitch is so stupid!she\'s being so annoying about getting finessed the fuck out like this guy just pulled a fat ass check in her face um',0.625404,False,0.064858,0.568795,True,0.47179,True,0.912177,0.011096,0.009597,0.449462,Human
NONE,100,0.30563,'RT @FinePickUpLine: Baby are you a tower? Cause Eiffel for you.',0.502364,False,0.273206,0.519399,False,0.535339,True,0.148638,0.149647,0.12288,0.45079,Human
P+,100,0.26686,'@Peyton__lara89 @_AlecWilliams I love dee',0.53763,False,0.270124,0.639072,True,0.481539,True,0.136162,0.19084,0.136014,0.471229,Human
NONE,100,0.429845,'Dota 2 #TheInternational &gt; #OlympicGames',0.438483,False,0.139184,0.429092,False,0.490972,True,0.068326,0.188944,0.1737,0.448255,Human
N+,100,0.029081,'RT @GotNoChilI: When you and your goat bout to have a turnt ass night https://t.co/5YYqVTarK0',0.487531,False,0.601578,0.528565,True,0.526308,True,0.137145,0.012072,0.220124,0.493186,Human
NONE,100,0.10911,'@GreenCody34 or we could just get a really long limo. ',0.431803,False,0.196467,0.433579,False,0.511766,True,0.209159,0.313294,0.17197,0.469339,Human
P,100,0.069487,'@robynhbuan we\'re okay but still got paranoia ofc i mean how about aftershocks?',0.627111,False,0.187376,0.506612,False,0.438235,True,0.135234,0.069784,0.53812,0.512781,Human
NONE,100,0.073205,'RT @normanifeels_: 100 rts? #FifthHarmony #TheyreTheOne @RadioDisney http://t.co/mrQtUFkfNd',0.394546,False,0.522073,0.396761,False,0.551404,True,0.096672,0.044645,0.263406,0.503136,Human
P,100,0.085365,'@OhHeyItsRei say what like what',0.612897,False,0.109764,0.511449,True,0.447947,True,0.156826,0.44355,0.204495,0.55447,Human
NONE,100,0.176711,'It\'s a lil nipply outside',0.537791,False,0.114125,0.546672,False,0.483632,True,0.08132,0.554508,0.073337,0.467777,Human
NONE,100,0.265133,'RT @jnb91213: @iAmSixFoJoe #nowfollowing ',0.422213,False,0.19222,0.433866,False,0.55865,True,0.097278,0.267485,0.177884,0.500335,Human
NONE,100,0.009144,'Iono why my neighbors got a piano if they don\'t know how to play it.',0.430949,False,0.151435,0.46691,False,0.513856,True,0.705349,0.01527,0.118802,0.478838,Human
NONE,100,0.032565,'RT @memedeportes: Carletto que pareces nuevo  http://t.co/aSAHaSDLKn http://t.co/1C8qFiq4VV',0.448081,False,0.528982,0.474739,False,0.492605,True,0.131946,0.005232,0.301276,0.523195,Human
P,100,0.421705,'RT @Lordrich6: Midnight screening for Diego Martin Central candidate... commencing in minutes #PNM',0.499293,False,0.135698,0.535717,False,0.521441,True,0.025694,0.109035,0.307868,0.484309,Human
NEU,94,0.111512,'Chilly today but warmer weather will return. Watch @CBS6Nick on our livestream here: http://t.co/EwE6wDuR5v http://t.co/pYpPIe6v9y',0.451178,False,0.44828,0.553968,True,0.516715,False,0.076714,0.004639,0.358855,0.456521,Human
P+,100,0.475642,'YEEEESSSSSS I love BLEEPDIFREAK ',0.666794,False,0.100652,0.57392,True,0.438913,True,0.078138,0.226077,0.119492,0.428858,Human
NONE,100,0.051875,'me in my writing room singing a song for you …Before the Sunhttp://t.co/jCMAR2J2cu',0.544547,False,0.426026,0.692118,False,0.449941,True,0.280142,0.018936,0.223022,0.494444,Human
NONE,100,0.088825,'I guess we going to zacatecas instead ',0.533195,False,0.203632,0.408137,False,0.482608,True,0.06266,0.541547,0.103337,0.431204,Human
N,100,0.041393,'RT @xoxo_makenzi: It\'s a shame don\'t even know your worth.',0.471978,False,0.68013,0.550565,True,0.490425,True,0.161269,0.04074,0.076468,0.529404,Human
P+,100,0.037598,'@ruchahasabnis @rahuljagdale @JagdaleGroup amizra edit... ♥♡□□□ http://t.co/HDKsusY6U3',0.42983,False,0.372202,0.446058,False,0.484936,True,0.130367,0.006176,0.453656,0.536984,Human
NONE,100,0.044434,'#5YearsSinceNiallsAudition aw it seems like not that long ago',0.513713,False,0.266185,0.519643,True,0.495933,True,0.26304,0.281663,0.144678,0.459091,Human
N,100,0.212339,'RT @WellingtonMayor: @WgtnPhoenixFC @TroyHammo 2-2 and Yellow Fever at fever pitch!',0.494197,False,0.137708,0.558889,False,0.504322,True,0.061627,0.021176,0.567149,0.467864,Human
NEU,94,0.154226,'RT @tbogg: Dear Sony Hackers:Adam Sandler movies.Do something about them.Thank you.-Humanity',0.492616,False,0.413371,0.574215,True,0.489826,False,0.254762,0.061108,0.116533,0.505136,Human
NONE,100,0.16889,'@vfl_sarah @rapawnish1133 @_krissy98 ',0.446734,False,0.275226,0.542097,False,0.437965,True,0.109851,0.281421,0.164611,0.600028,Human
NONE,100,0.3895,'@kayivergara Maka-addict the song! Hehehehe. Told Panggoy to download it for tomorrow.',0.493219,False,0.111578,0.600854,False,0.467845,True,0.086284,0.165943,0.246695,0.509106,Human
NONE,100,0.125088,'@jonfisher Where are you now - geographically?',0.488761,False,0.201261,0.454829,False,0.501635,True,0.212519,0.120733,0.340398,0.508831,Human
NONE,100,0.284274,'Get Him to The Greek makes me laugh so hard evrtym',0.572094,False,0.372345,0.492689,False,0.450349,True,0.194861,0.013083,0.135437,0.460062,Human
NONE,100,0.050622,'#WeWantZaynAndSrkSelfie http://t.co/B2uyGgHkoC',0.405426,False,0.403237,0.449621,False,0.521334,True,0.165626,0.008877,0.371637,0.499424,Human
P+,100,0.255765,'@TravisCedeno it could be a once in a lifetime thing. I\'d love to do it',0.473248,False,0.298652,0.474346,True,0.472708,True,0.164859,0.19717,0.083554,0.542156,Human
P+,98,0.110853,'How much better can the Tigers play? Unless they get lights out starting pitching they just may stay around .500 the rest of the way.',0.426464,False,0.218567,0.371963,True,0.543854,True,0.437202,0.009697,0.223681,0.442036,Human
N,100,0.011649,'RT @lDrake_YMCMB: I hate when people bring up old sh*t!',0.51639,False,0.144505,0.548774,True,0.499969,True,0.812605,0.013545,0.017697,0.493496,Human
NONE,100,0.065003,'VOY A ACABAR CON EL MUNDO MUAJAJAJA http://t.co/uCK0xxmoMw',0.630838,False,0.411532,0.551625,False,0.324538,True,0.113767,0.004676,0.405022,0.651713,Human
N+,100,0.022906,'RT @HANBYULK1M: DAMN BOBBY AND JINHWAN WERE SPOTTED ON BIGBANGS CONCERT VENUE OMFG WHERE ARE THE OTHERS http://t.co/q9KhvtpMdh',0.553342,False,0.540847,0.61483,False,0.460439,True,0.14998,0.003696,0.282571,0.540351,Human
NONE,100,0.044525,'WATCH LIVE: District of Columbia Mayor Muriel Bowser delivers her first State of the District\'\' speech http://t.co/4ACkcGuMWv',0.467158,False,0.122736,0.557657,False,0.473796,True,0.042848,0.006602,0.783288,0.593128,Human
P,100,0.300877,'OMG Baby5\'s real name being Dulcinea (female chara from Don Quijote de la Mancha) that\'d be so freakin cute I\'m all for this headcanon ;v;',0.66458,False,0.250839,0.698212,True,0.367639,True,0.139721,0.238863,0.069699,0.568381,Human
P,100,0.214803,'Drug free since \'93',0.435912,False,0.313086,0.401922,True,0.534004,True,0.103821,0.21534,0.152949,0.547673,Human
P,100,0.179142,'RT @KeepCaImTweets: Keep Calm Because Pain makes you stronger. Fear makes you braver. Heartbreak makes you wiser.',0.505646,False,0.222098,0.619051,True,0.487987,True,0.093703,0.00465,0.500407,0.480308,Human
P+,100,0.74955,'HAPPY NEW YEAR MINNA! :))))',0.657494,False,0.006292,0.786709,True,0.45173,True,0.005208,0.207368,0.031582,0.479398,Human
NONE,100,0.510244,'SSN 3.6 77 km al SUROESTE de  HUIXTLA CHIS: Fecha:2015-04-20 04:53:50 (Hora de México)Lat/Lon: 14.72/-93.04Profundidad: 42 km',0.335162,False,0.222213,0.355264,False,0.50812,True,0.046568,0.060008,0.160967,0.539154,Human
P,100,0.492252,'We\'ll start again with a new sun...  #GN',0.473645,False,0.19519,0.467331,False,0.488421,True,0.086343,0.111501,0.114714,0.516797,Human
NONE,100,0.626442,'Tenéis que escuchar a @Munyandrade entonado la BSO de Harry Potter. Es precioso.',0.477654,False,0.13653,0.485874,False,0.497685,True,0.034924,0.149753,0.052351,0.479729,Human
